Title,Description,Caller,Assignment group
ess password reset,ess password reset,ariqehvd fhrpontd,GRP_0
add printer prtqi hostname ,add printer prtqi hostname with and bit drivers model  laser jet dynamic address  fqdn prtqi short name sid  print server  hostname ,mfeyouli ndobtzpw,GRP_0
  host     ,source     dest      system name apul user name jenfrgryui location  singapore sep  sms status given below field sales user  yes    dsw event log see below event details event detail event       vid bare http get executable from address possible downloader trojan  classification none  priority   action accept passive  impact flag   impact   blocked   vlan   mpls label   pad   sensor  event  time   xref  vid  src     dst     sport itype  dport icode  pro                tcp ttl tos  iplen dgmlen ap seq  ack  e win  b tcplen  pcap    a a               d   eb  p     get pro  ie sogou com sogou explorer      exe http    aconnection keep alive  acache control cache  ahost       pcap http uri   pro  ie sogou com sogou explorer      exe http hostname      security correlation data aug      dhcpd  dhcpack         apul  via eth relay    lease duration  refererproxycorrelationurl  null ileatdatacenter  true host      cvss   foreseeconndirection  outgoing foreseeexternalip      eventtypeid   netacuity destination isp  jin rong street srchostname  apul logtimestamp   urlhost      proto  tcp urlfullpath  pro  ie sogou com sogou explorer      exe unique event hash   device network type  internal srcport   urlcorrelation  pro  ie sogou com sogou explorer      exe dstip      httpversion  http   url      pro  ie sogou com sogou explorer      exe vendorpriority   httpmethod  get ontologyid   vendorreference  vid  eventtypepriority   devip      source network type  internal inspectorruleid   lowercaseurlcorrelation  pro  ie sogou com sogou explorer      exe sherlockruleid   inlineaction   urlpath  pro  ie sogou com sogou explorer      exe srcmacaddress       inspectoreventid   srcip      globalproxycorrelationurl  explorer tcpflags  vendoreventid   foreseemaliciouscomment  null empty model found evaluationmodels ngm     foreseeinternalip      foreseedstipgeo  hong kong hkg dstport   device   action  not blocked event summary  vid bare http get executable from address possible downloader trojan time   vendorversion   netacuity destination organization  apacnet hongkong region network agentid   ctainstanceid  ,gzhapcld fdigznbk,GRP_30
printer issue, name seghyurghei language browser microsoft internet explorer email  customer number telephone summary trying connect printer,rbozivdq gmlhrtvp,GRP_0
security incidents   dsw   traffic from sinkhole domain  lpawx      ,source      system name  lpawx user name a location  indaituba sep  sms status  a field sales user  yes    dsw event log see below incident overview are seeing your     isensor company com device generating  vid server response with anubis sinkhole cookies set  probable infected asset alerts for traffic not blocked from port  tcp    port  tcp your lpawx    device indicating that the host most likely infected with malware   are escalating this incident you via high priority ticket per our default escalation policies you would like to handle these incidents differently the future see below for handling options if you have any further questions concerns please let know either corresponding us via this ticket and delegating the ticket back the soc by calling at    ticket only escalation for sinkhole domain alerts explicit notification via medium priority ticket phone call  auto resolve sinkhole domain alerts directly the portal explicit notification but events will available for reporting purposes the portal sincerely secureworks soc technical details the domain name system dns hierarchical naming system for any resource connected the internet private network which has the primary purpose associating various information with domain names assigned each the participating entities is primarily used for translating domain names the numerirtcal addresses for the purpose locating service and devices network  the domain name system distributes the responsibility assigning domain names and mapping those names ip addresses designating authoritative name servers for each domain authoritative name servers are assigned be responsible for their supported domains and may delegate authority over subdomains other name servers the domain name system also specifies the technical functionality this database service defines the dns protocol detailed specification the data structures and data communication exchanges used dns part the internet protocol suite  trojan some sort connections sinkholes may seem somewhat benign but the ramdntyifications certainly include information leakage some extent although sinkhole operators are unlikely use any personally identifiable information they may capture from trojan communication may become public knowledge that company infected with which may lead reputational damage additionally some sinkholes are feeding addresses victims beshryulists which may impede access certain services like sending email finally some trojans may connect multiple controller domains hostnames and even though some them may sinkholed there may others that are not leading the possibility remote code execution information leakage malicious parties some cases  references event data related events  event  event summary  vid server response with anubis sinkhole cookies set  probable infected asset log time     source     destination     destination hostname lpawx device     device name isensor company com event extra data sherlockruleid   cvss   ctainstanceid   time   httpstatuscode   inspectoreventid   eventtypepriority   dstassetofinterest   globalproxycorrelationurl  null foreseeinternalip      logtimestamp   foreseeconndirection  incoming foreseeexternalip      inlineaction   ontologyid   foreseesrcipgeo  franhtyufurt main deu eventtypeid   dsthostname  lpawx vendoreventid   vendorpriority   tcpflags  proto  tcp dstport   action  not blocked ileatdatacenter  true foreseemaliciouscomment  null empty model found evaluationmodels ngm     httpcontenttype  text html vendorversion   refererproxycorrelationurl  null agentid   srcport   occurrence count  event count  event detail      vid server response with anubis sinkhole cookies set  probable infected asset classification none  priority   action accept passive  impact flag   impact   blocked   vlan   mpls label   pad   sensor  event  time   src     dst     sport itype  dport icode  pro                tcp ttl tos  iplen dgmlen ap seq  be ack  xcc win  f tcplen  pcap  http uri   http hostname  futureinterest org security ascii packet pcap ascii  j r p http    moved temporarily server nginx date thu  aug     gmt content type text html transfer encoding chunked connection close location          set cookie snkz      pcap ascii hex packet pcap hex a  dc  a f j r e p http e     moved  d emporarily serv e  a  nginx date  thu  aug  a d      gmt  e  content type f d e html transfe d  a  encoding chun b f f a  ked connection c a f e   close location a f f e  e d f f com domain  f tureinterest org a  b  set cookie fea f e e cbf  e d               f a b d  cookie snkz e d d       d a                pcap hex ,ugyothfz ugrmkdhx,GRP_2
hostname  average  samples disk free now  which below the warning threshold  ,hostname  average  samples disk free now  which below the warning threshold   out total size  gb,rkupnshb gsmzfojw,GRP_12
as per inc security incidents     suspicious rpc ds netbios activity  hostname new,    inc security incidents     suspicious rpc ds netbios activity  hostname new hello amerirtcas support have detected least occurrences your firewall att singapore asa company com     dropping traffic sourcing from hostname new    and destined port one more destination devices this activity may indicate one the following  this host  misconfigured firewall  misconfigured host  port scan authorized unauthorized have created ticketing tool ticket and assigned to amerirtcas services inc technical details historically there have been various worms malware that have used ports       and propagate examples include blaster worm msblast lovsan  welchia nachi reatle port microsoft epmap end point mapper also known dce rpc locator service port netbios netbios name service port netbios netbios datagramdnty service port netbios netbios session service port microsoft smb file sharing event data related events  event  event summary internal outbreak for  tcp log time     source     source hostname hostname new destination hostname lmxl device     device name att singapore asa company com  event extra data inspectorruleid   sherlockruleid   cvss   ontologyid   srchostname  hostname new eventtypeid   dsthostname  lmxl ctainstanceid   time   inspectoreventid   proto  tcp eventtypepriority   dstport   action  blocked ileatdatacenter  true foreseemaliciouscomment  null empty model found evaluationmodels ngm     foreseeinternalip      logtimestamp   agentid   foreseeconndirection  internal srcassetofinterest   srcport   occurrence count  event count  event detail aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    ,gzhapcld fdigznbk,GRP_2
client unable view screens when tablet docked,client unable view screens when tablet docked,tskwevno sjhpoakl,GRP_3
clients is making buzzing noise and wont turn on,clients is making buzzing noise and wont turn on,sigfdwcj reofwzlm,GRP_3
activation not valid for microsoft projects,activation not valid for microsoft projects,zhvrtnom waedkqzj,GRP_3
security incidents   dsw   traffic from sinkhole domain  lpawx      ,source      system name  lpawx user name a location  indaituba sep  sms status  a field sales user  yes    dsw event log see below incident overview are seeing your     isensor company com device generating  vid server response with anubis sinkhole cookies set  probable infected asset alerts for traffic not blocked from port  tcp    port  tcp your lpawx    device indicating that the host most likely infected with malware   are escalating this incident you via high priority ticket per our default escalation policies you would like to handle these incidents differently the future see below for handling options if you have any further questions concerns please let know either corresponding us via this ticket and delegating the ticket back the soc by calling at    ticket only escalation for sinkhole domain alerts explicit notification via medium priority ticket phone call  auto resolve sinkhole domain alerts directly the portal explicit notification but events will available for reporting purposes the portal sincerely secureworks soc technical details the domain name system dns hierarchical naming system for any resource connected the internet private network which has the primary purpose associating various information with domain names assigned each the participating entities is primarily used for translating domain names the numerirtcal addresses for the purpose locating service and devices network  the domain name system distributes the responsibility assigning domain names and mapping those names ip addresses designating authoritative name servers for each domain authoritative name servers are assigned be responsible for their supported domains and may delegate authority over subdomains other name servers the domain name system also specifies the technical functionality this database service defines the dns protocol detailed specification the data structures and data communication exchanges used dns part the internet protocol suite  trojan some sort connections sinkholes may seem somewhat benign but the ramdntyifications certainly include information leakage some extent although sinkhole operators are unlikely use any personally identifiable information they may capture from trojan communication may become public knowledge that company infected with which may lead reputational damage additionally some sinkholes are feeding addresses victims beshryulists which may impede access certain services like sending email finally some trojans may connect multiple controller domains hostnames and even though some them may sinkholed there may others that are not leading the possibility remote code execution information leakage malicious parties some cases  references event data related events  event  event summary  vid server response with anubis sinkhole cookies set  probable infected asset log time     source     destination     destination hostname lpawx device     device name isensor company com event extra data sherlockruleid   cvss   ctainstanceid   time   httpstatuscode   inspectoreventid   eventtypepriority   dstassetofinterest   globalproxycorrelationurl  null foreseeinternalip      logtimestamp   foreseeconndirection  incoming foreseeexternalip      inlineaction   ontologyid   foreseesrcipgeo  franhtyufurt main deu eventtypeid   dsthostname  lpawx vendoreventid   vendorpriority   tcpflags  proto  tcp dstport   action  not blocked ileatdatacenter  true foreseemaliciouscomment  null empty model found evaluationmodels ngm     httpcontenttype  text html vendorversion   refererproxycorrelationurl  null agentid   srcport   occurrence count  event count  event detail      vid server response with anubis sinkhole cookies set  probable infected asset classification none  priority   action accept passive  impact flag   impact   blocked   vlan   mpls label   pad   sensor  event  time   src     dst     sport itype  dport icode  pro                tcp ttl tos  iplen dgmlen ap seq  be ack  xcc win  f tcplen  pcap  http uri   http hostname  futureinterest org security ascii packet pcap ascii  j r p http    moved temporarily server nginx date thu  aug     gmt content type text html transfer encoding chunked connection close location          set cookie snkz      pcap ascii hex packet pcap hex a  dc  a f j r e p http e     moved  d emporarily serv e  a  nginx date  thu  aug  a d      gmt  e  content type f d e html transfe d  a  encoding chun b f f a  ked connection c a f e   close location a f f e  e d f f com domain  f tureinterest org a  b  set cookie fea f e e cbf  e d               f a b d  cookie snkz e d d       d a                pcap hex ,ugyothfz ugrmkdhx,GRP_62
security incidents     suspicious rpc ds netbios activity  hostname new,source      system name hostname new destination hostname lmxl device     username ztnfhiwq njpwxmdi iba location  mexico sep  sms status updates field sales user  yes    dsw event log see below event data related events  event  event summary internal outbreak for  tcp log time     source     source hostname hostname new destination hostname lmxl device     device name att singapore asa company com  event extra data inspectorruleid   sherlockruleid   cvss   ontologyid   srchostname  hostname new eventtypeid   dsthostname  lmxl ctainstanceid   time   inspectoreventid   proto  tcp eventtypepriority   dstport   action  blocked ileatdatacenter  true foreseemaliciouscomment  null empty model found evaluationmodels ngm     foreseeinternalip      logtimestamp   agentid   foreseeconndirection  internal srcassetofinterest   srcport   occurrence count  event count  event detail aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    event  event summary internal outbreak for  tcp log time     source     source hostname hostname new destination hostname lmxl device     device name att singapore asa company com  event extra data inspectorruleid   sherlockruleid   cvss   ontologyid   srchostname  hostname new eventtypeid   dsthostname  lmxl ctainstanceid   time   inspectoreventid   proto  tcp eventtypepriority   dstport   action  blocked ileatdatacenter  true foreseemaliciouscomment  null empty model found evaluationmodels ngm     foreseeinternalip      logtimestamp   agentid   foreseeconndirection  internal srcassetofinterest   srcport   occurrence count  event count  event detail aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    aug       asa  deny tcp src inside     dst outside     access group acl inside    ,gzhapcld fdigznbk,GRP_12
  lpal     ,source      system name  lpal user name sbinuxja vtbegcho nicolmghyu location  centralsamerirtca south amerirtca fieldsales vpn pcs sep  sms status  see below field sales user  yes   dsw event log see below content versions fmxcnwpu tcwrdqboinition version    sequence  host integrity content    reputation settings    portal list    intrusion prevention signature    power eraser definitions    revocation content    eraser engine     sonar content    extended file attributes and signatures    symantec permitted applications list    sonar and risk logs risk information downloaded created programdnty files  java jre    bin javaw exe file path users nicolmghyu bcc bddb  b exe  application  b exe application type not applicable category set malware category type heuristic virus version     file size  hash  fca d a ffddfee fbf hash algorithm sha  risk reputation first seen symantec has known about this file approximately days  reputation this file untrustworthy  prevalence this file has been seen fewer than symantec users  sonar risk level high sensitivity   low  detection score  sonar engine version     submit not recommended submit incident overview the ctoc has  alert for  vid locky ransomware communication outbound from your isensor device     isensor company com for traffic sourcing from port  tcp lpal     destined port  tcp     geffen nld that occurred     this activity indicates that lpal     has likely been infected with the locky ransomware the outbound http traffic from the infected device contained the following method data protocol tcp http method post http version http   domain     url path  comercial cadastra php user agent mozilla   compatible msie   windows    content length  are escalating this incident you via high priority ticket and phone call per our default event handling procedures you would like to handle these incidents differently the future see below for handling options if you have any further questions concerns please let know either corresponding us via this ticket and delegating the ticket back the ctoc by calling at   ticket only escalation for related events medium priority ticket and mail only notification  autoresolve events the portal explicit notification but events will available for reporting purposes the portal sincerely secureworks ctoc technical details locky new ransomware that encrypts your data using aes encryption and then demands form digital currency decrypt your files locky distributed malicious attachments spam emails and recently seen massive phishing campaigns with microsoft word document attachments ctu researchers have observed attachments for example inwarehouse tool  doc with embedded macro code used download the locky payload filenames seem be constructed using eight random numbers following inwarehouse tool potential victim receiving the attachment needs open and enable the macro which will then initiate the payload download over http once locky running the compromised system drops copy itself the temp directory under the affected user profile and sets registry run key ensure persistence across reboots the dropped file has used the filenames ladybi exe and svchost exe locky also sets the hkcu software locky registry key and creates the values listed the ctu tips article provided the references section  locky also checks for the following registry keys which may indicate the presence security related software software kasperskylab software eset software avast software  when the desktop background image changes see figure ctu tips locky places the same instructions text file and bitmap image the desktop and displays both these files the victim there unconfirmed speculation that the operators the botnet distributing the locky malware are also responsible for the bugat dridex banking trojan the spam emanates from the same botnet that distributes bugat and other threats such the shiz shifu malware but this finding not conclusive because the botnet used various affiliates different times locky may also have the capability locate network resources and encrypt files those locations ctu researchers are analysing block code that may used enumerate network based locations  locky attempts encryption the following files and file types   qcow vmdk tar jpeg sqlite ppsm potm xlsx docm wallet dat xlsm xlsb dotm dotx docx djvu pptx pptm xltx xltm ppsx ppam docb potx lay msid  sldm sldx tiff class java sqlitedb references  event data event  event summary  vid locky ransomware communication outbound occurrence count  event count  host and connection information source     source hostname lpal source port  destination     destination hostname  destination port  destination geolocation geffen nld connection directionality outgoing http method post user agent mozilla   compatible msie   windows    host     full url path  comercial cadastra php device information device     device name isensor company com log time    utc action not blocked vendor eventid  cvss score   vendor priority  vendor version  scwx event processing information sherlock rule sle  inspector rule  inspector event  ontology  event type  agent  event detail      vid locky ransomware communication outbound classification none  priority   action accept passive  impact flag   impact   blocked   vlan   mpls label   pad   sensor  event  time   src     dst     sport itype  dport icode  proto                  tcp ttl tos  iplen dgmlen ap seq  a dbff ack  f win  tcplen  pcap  http uri   comercial cadastra php http hostname      security ascii packet pcap ascii  q p p post comercial cadastra php http   host     keep alive  connection keep alive user agent mozilla   compatible msie   windows   content type application www form urlencoded content length  nome lpal win data        idioma portugu south amerirtca anti windows plugin idcx cxl  pcap ascii hex packet pcap hex d   c   c f ff dbff   q p f f  p post  c  comercial cada f   stra php http   f   host     b    keep aliv  a  e  connecti e b sid d  keep alive sid a f user agent mozi c  d lla   compati c   ble msie   e   indows   d f d content typ a f e application d d e www form urlenc d  e  oded content a d e d  ngth  nom  c   lpal  e  win data         f   idioma port  ugu south amerirtca d e  nti windows e d lugin idcx c d d        pcap hex ,ugyothfz ugrmkdhx,GRP_2
unable connect with vpn,   dear sir trying connect with virtual private network through please the need full  tomorrow hrs will free  hrs hrs will inside govt factory and laptop and mobile not allowed with best ,ivohcdpw ixcanwbm,GRP_0
xceliron process not working  inwarehouse tools are blocking due missing goods receipt ,xceliron process not working  inwarehouse tools are blocking due missing goods receipt vendor routinely not getting paid because no goods receipt  asuenpyg vzmneycx created process whereby the goods receipts were be done via the system  this process not working ,xkmvpaei fizqoprk,GRP_29
abended job job scheduler bkbackup tool hostname  prod inc,   abended job job scheduler bkbackup tool hostname  prod inc     ,ZkBogxib QsEJzdZO,GRP_5
lhqw usa nologin collaboration platform script returned unexpected value  ,lhqw usa nologin collaboration platform script returned unexpected value  ,rkupnshb gsmzfojw,GRP_8
  lpal     ,source      system name  lpal user name sbinuxja vtbegcho nicolmghyu location  centralsamerirtca south amerirtca fieldsales vpn pcs sep  sms status  see below field sales user  yes   dsw event log see below content versions fmxcnwpu tcwrdqboinition version    sequence  host integrity content    reputation settings    portal list    intrusion prevention signature    power eraser definitions    revocation content    eraser engine     sonar content    extended file attributes and signatures    symantec permitted applications list    sonar and risk logs risk information downloaded created programdnty files  java jre    bin javaw exe file path users nicolmghyu bcc bddb  b exe  application  b exe application type not applicable category set malware category type heuristic virus version     file size  hash  fca d a ffddfee fbf hash algorithm sha  risk reputation first seen symantec has known about this file approximately days  reputation this file untrustworthy  prevalence this file has been seen fewer than symantec users  sonar risk level high sensitivity   low  detection score  sonar engine version     submit not recommended submit incident overview the ctoc has  alert for  vid locky ransomware communication outbound from your isensor device     isensor company com for traffic sourcing from port  tcp lpal     destined port  tcp     geffen nld that occurred     this activity indicates that lpal     has likely been infected with the locky ransomware the outbound http traffic from the infected device contained the following method data protocol tcp http method post http version http   domain     url path  comercial cadastra php user agent mozilla   compatible msie   windows    content length  are escalating this incident you via high priority ticket and phone call per our default event handling procedures you would like to handle these incidents differently the future see below for handling options if you have any further questions concerns please let know either corresponding us via this ticket and delegating the ticket back the ctoc by calling at   ticket only escalation for related events medium priority ticket and mail only notification  autoresolve events the portal explicit notification but events will available for reporting purposes the portal sincerely secureworks ctoc technical details locky new ransomware that encrypts your data using aes encryption and then demands form digital currency decrypt your files locky distributed malicious attachments spam emails and recently seen massive phishing campaigns with microsoft word document attachments ctu researchers have observed attachments for example inwarehouse tool  doc with embedded macro code used download the locky payload filenames seem be constructed using eight random numbers following inwarehouse tool potential victim receiving the attachment needs open and enable the macro which will then initiate the payload download over http once locky running the compromised system drops copy itself the temp directory under the affected user profile and sets registry run key ensure persistence across reboots the dropped file has used the filenames ladybi exe and svchost exe locky also sets the hkcu software locky registry key and creates the values listed the ctu tips article provided the references section  locky also checks for the following registry keys which may indicate the presence security related software software kasperskylab software eset software avast software  when the desktop background image changes see figure ctu tips locky places the same instructions text file and bitmap image the desktop and displays both these files the victim there unconfirmed speculation that the operators the botnet distributing the locky malware are also responsible for the bugat dridex banking trojan the spam emanates from the same botnet that distributes bugat and other threats such the shiz shifu malware but this finding not conclusive because the botnet used various affiliates different times locky may also have the capability locate network resources and encrypt files those locations ctu researchers are analysing block code that may used enumerate network based locations  locky attempts encryption the following files and file types   qcow vmdk tar jpeg sqlite ppsm potm xlsx docm wallet dat xlsm xlsb dotm dotx docx djvu pptx pptm xltx xltm ppsx ppam docb potx lay msid  sldm sldx tiff class java sqlitedb references  event data event  event summary  vid locky ransomware communication outbound occurrence count  event count  host and connection information source     source hostname lpal source port  destination     destination hostname  destination port  destination geolocation geffen nld connection directionality outgoing http method post user agent mozilla   compatible msie   windows    host     full url path  comercial cadastra php device information device     device name isensor company com log time    utc action not blocked vendor eventid  cvss score   vendor priority  vendor version  scwx event processing information sherlock rule sle  inspector rule  inspector event  ontology  event type  agent  event detail      vid locky ransomware communication outbound classification none  priority   action accept passive  impact flag   impact   blocked   vlan   mpls label   pad   sensor  event  time   src     dst     sport itype  dport icode  pro                tcp ttl tos  iplen dgmlen ap seq  a dbff ack  f win  tcplen  pcap  http uri   comercial cadastra php http hostname      security ascii packet pcap ascii  q p p post comercial cadastra php http   host     keep alive  connection keep alive user agent mozilla   compatible msie   windows   content type application www form urlencoded content length  nome lpal win data        idioma portugu south amerirtca anti windows plugin idcx cxl  pcap ascii hex packet pcap hex d   c   c f ff dbff   q p f f  p post  c  comercial cada f   stra php http   f   host     b    keep aliv  a  e  connecti e b sid d  keep alive sid a f user agent mozi c  d lla   compati c   ble msie   e   indows   d f d content typ a f e application d d e www form urlenc d  e  oded content a d e d  ngth  nom  c   lpal  e  win data         f   idioma port  ugu south amerirtca d e  nti windows e d lugin idcx c d d        pcap hex ,ugyothfz ugrmkdhx,GRP_62
engineering tool,engineering tool stops working several times day falls without apparent reason and works slow when succeeds stay running please see attached print screen the error ,fegahzqx bkeqfvpl,GRP_62
abend batch job job scheduler bkbackup tool hostname  prod inc,job name bkbackup tool hostname  prod inc,oldrctiu bxurpsyi,GRP_5
please move client from office  per sdxjiwlq ynowzqfh,please move client from office  per sdxjiwlq ynowzqfh,xzwlnbfo plstfydx,GRP_3
password reset,password reset,rxoqczbj glanwbvu,GRP_0
ticket ticket update,ticket ticket update,olckhmvx pcqobjnd,GRP_0
please instal printer at these laptop,please instal printer at these laptop,zuyimtsf qjtimdsp,GRP_0
restore file,   hello help please restore the excel file drill catalog  from home drive solid carbide drills file eagclhome martif solid carbide drills from yesterday ,nwbhomqe ejavblzu,GRP_12
unable connect wifi from hotel  dell ,unable connect wifi from hotel  dell ,imoelsap gxdwkimv,GRP_0
access insertapps and corporate technology drives,   who would contact corporate get access for ldpequhm nqclatbw and alex campbell the following servers teams hostname  tech center grade specifications ceramdntyic specs access needed support manufacturing and technology ,zrbxcndu lxrsoenp,GRP_0
audio not working dell tablet,audio not working dell tablet,nyjvwsxf npwoglzf,GRP_0
unable create reports ticketing tool,i unable create save new reports ticketing tool ,qfrntose ivnhumzj,GRP_36
unable boot the laptop,unable boot the laptop,oewshlmd azjfshry,GRP_3
unable sign to skype and outlook,unable sign to skype and outlook,vfrdxtqw jfbmsenz,GRP_0
hostname  wrong number instances process epmsystem exe expected found ,hostname  epmsystem exe wrong number instances process epmsystem exe expected found ,jyoqwxhz clhxsoqy,GRP_12
password reset,password reset,tjlizqgc ngvwoukp,GRP_0
error customer,   good morning the customer  must include the next data dana manufacturing luxembourg division enco  immex  vat reg  dmc but know have these one dana mexico corporacion mexico srl cv  division enco  immex  vat reg  dmc and these data wrong  what can to get the real information this information in the customer  please let know you can help ,aiobpkzm rmfjwtpl,GRP_10
account locked out,account locked out,vfrdxtqw jfbmsenz,GRP_0
hub home page regional news does not have amerirtcas option,see att,gvxfymjk euioadyf,GRP_16
issues with internet explorer which freezing all the time,   ,jnqmvard jiazxvcl,GRP_0
erp sid password reset ,need erp password reset getting the error when logging into engineering tool that have attempted many times with the wrong password old password ,ewztnhig boixplft,GRP_0
a supplier told that have warehouse toolmail   matheywt kaufsfthyman also having the same problem  ,koiapqbg teyldpkw matheywt kaufsfthyman  phone system warehouse toolmail,koiapqbg teyldpkw,GRP_0
desk phone warehouse toolmail,when accessing warehouse toolmail receive busy signal  the red warehouse toolmail light activated my phone when push the button busy signal  others are having the same issues  ,tsicojkp kghaozew,GRP_0
erp sid account locked,erp sid account locked,psgqitwu ribvmtfk,GRP_0
delivery failures,date email    have attached both email the one sent and was not delivered and the other have  with the delivery error message sender name uidgt olibercsu  recipient not caller jgnxyahz cixzwuyf  delivery failure code  f f  delivery failure text sua mensagem o foi recebida por ou mais dos destinat rios    assun    enviada     o  poss vel encontrar seguintes destinat rios    jgnxyahz cixzwuyf           esta mensagem o ser enviada tente enviar mensagem novamente mais tarde contate administrador rede erro opera cliente falhou   f f  ,kbnfxpsy gehxzayq,GRP_26
access database error ,access database error attached ,acmglkti cwgxrabu,GRP_0
erp sid password reset ,erp sid password reset ,ycdfqokg jxohikdz,GRP_0
hostname  average  samples memory usage now  which above the error threshold  ,hostname  average  samples memory usage now  which above the error threshold             swap memory usage now   which above the warning threshold  ,jyoqwxhz clhxsoqy,GRP_12
my telephone does not have dial tone and cannot pick warehouse tool mail messages,my telephone does not have dial tone and cannot pick warehouse tool mail messages,dzjxrkae grqczsmx,GRP_0
account lockout,account lockout,qifzkoej etbmgjvo,GRP_0
i having issues with being disconnected every few minutes from outlook cannot send recive email search when ,i having issues with being disconnected every few minutes from outlook cannot send receive email search when disconnects ,hitakmbs fvhmkntq,GRP_3
restore,   please restore from august  westes hostname  file hostname   betriebliche regelungen und   anlage bonus ad docx danke  viele trgqbeax hfyzudql mit freundlichen en  best ,trgqbeax hfyzudql,GRP_12
o outloock o esta funcionando ,mensagem erro infelizmente outlook encontrou erro que est impedindo funcionar corretamente como resultado outlook dever ser fechado gostaria que fiz ssemos reparo agora com bot que o reparar agora fechar ajuda ,jidhewlg jufskody,GRP_62
warehouse toolmail not working,my warehouse toolmail does not seem be picking incoming calls  number   attempted uacyltoe hxgaycze this calling from cell phone  after rings the warehouse toolmail still did not pick ,wgothrzl iokdftgn,GRP_0
setting ooo for another mail box,setting ooo for another mail box summary need out off office for employee who does not work company any longer,utrvshcp bjlwcovt,GRP_0
user hajghtdul unable connect via vpn unable access distributor tool and distributor tool ,i have changed passwords using password management tool password manager after the passwords change unable connect via vpn user is hajghtdul ,wibovsru ulmqyhsk,GRP_0
warehouse toolmail not possible phone set,warehouse toolmail not possible phone set,rwmeuzvy bpstvajw,GRP_0
group does not work the new modern look see attached image,my site does not show the grouping the first level and the second level continuous further the expand arrows are not responsive ,gvxfymjk euioadyf,GRP_16
erp sid unlock request ,erp sid unlock request ,kslhobgj cyhvefna,GRP_0
update inplant ,update inplant ,rbozivdq gmlhrtvp,GRP_0
ldism usa village claapdico robot inactive since  et  ,ldism usa village claapdico robot inactive since  et  ,jyoqwxhz clhxsoqy,GRP_8
setup new xaqzisrk ahbgjrqz,setup new xaqzisrk ahbgjrqz,xaqzisrk ahbgjrqz,GRP_24
warehouse toolmail related my office phone not functioning ,the warehouse toolmail associated with office phone not functioning properly  when trying access warehouse toolmail from office phone receive not possible message my phone  have also tried access warehouse toolmail from the number and receive message that states that call cannot completed this time ,htsnaodb adjtmlzn,GRP_0
handheld wireless device activation iphone s,handheld wireless device activation iphone s,mfeyouli ndobtzpw,GRP_0
